doc_label,doc_content
doyle-0-50,one evening made speech english gestures one lost sixty pairs eyes next morning started hammock front right
doyle-0-50,hour afterwards came upon whole concern wrecked bush man hammock groans blankets horrors
doyle-0-50,heavy pole skinned poor nose
doyle-0-50,anxious kill somebody n't shadow carrier near
doyle-0-50,remembered old doctor 'it would interesting science watch mental changes individuals spot
doyle-0-50,felt becoming scientifically interesting
doyle-0-50,however purpose
doyle-0-50,fifteenth day came sight big river hobbled central station
doyle-0-50,back water surrounded scrub forest pretty border smelly mud one side three others enclosed crazy fence rushes
doyle-0-50,neglected gap gate first glance place enough let see flabby devil running show
doyle-0-50,white men long staves hands appeared languidly amongst buildings strolling take look retired sight somewhere
doyle-0-50,one stout excitable chap black moustaches informed great volubility many digressions soon told steamer bottom river
doyle-0-50,thunderstruck
doyle-0-50,oh 'all right
doyle-0-50,'manager
doyle-0-50,quite correct
doyle-0-50,'everybody behaved splendidly
doyle-0-50,splendidly
doyle-0-50,'you must agitation 'go see general manager
doyle-0-50,waiting
doyle-0-51,see real significance wreck
doyle-0-51,fancy see sure
doyle-0-51,certainly affair stupid think altogether natural
doyle-0-51,still
doyle-0-51,moment presented simply confounded nuisance
doyle-0-51,steamer sunk
doyle-0-51,started two days sudden hurry river manager board charge volunteer skipper three hours tore bottom stones sank near south bank
doyle-0-51,asked boat lost
doyle-0-51,matter fact plenty fishing command river
doyle-0-51,set next day
doyle-0-51,repairs brought pieces station took months
doyle-0-52,first interview manager curious
doyle-0-52,ask sit twenty mile walk morning
doyle-0-52,commonplace complexion features manners voice
doyle-0-52,middle size ordinary build
doyle-0-52,eyes usual blue perhaps remarkably cold certainly could make glance fall one trenchant heavy axe
doyle-0-52,even times rest person seemed disclaim intention
doyle-0-52,otherwise indefinable faint expression lips something stealthy smile smile remember ca n't explain
doyle-0-52,unconscious smile though something got intensified instant
doyle-0-52,came end speeches like seal applied words make meaning commonest phrase appear absolutely inscrutable
doyle-0-52,common trader youth employed parts nothing
doyle-0-52,obeyed yet inspired neither love fear even respect
doyle-0-52,inspired uneasiness
doyle-0-52,uneasiness
doyle-0-52,definite mistrust uneasiness nothing
doyle-0-52,idea effective faculty
doyle-0-52,genius organizing initiative order even
doyle-0-52,evident things deplorable state station
doyle-0-52,learning intelligence
doyle-0-52,position come
doyle-0-52,perhaps never ill
doyle-0-52,served three terms three years triumphant health general rout constitutions kind power
doyle-0-52,went home leave rioted large scale pompously
doyle-0-52,jack ashore difference externals
doyle-0-52,one could gather casual talk
doyle-0-52,originated nothing could keep routine going 's
doyle-0-52,great
doyle-0-52,great little thing impossible tell could control man
doyle-0-52,never gave secret away
doyle-0-52,perhaps nothing within
doyle-0-52,suspicion made one pause external checks
doyle-0-52,various tropical diseases laid low almost every 'agent station heard say 'men come entrails
doyle-0-52,sealed utterance smile though door opening darkness keeping
doyle-0-52,fancied seen things seal
doyle-0-52,annoyed meal times constant quarrels white men precedence ordered immense round table made special house built
doyle-0-52,station 's mess room
doyle-0-52,sat first place rest nowhere
doyle-0-52,one felt unalterable conviction
doyle-0-52,neither civil uncivil
doyle-0-52,quiet
doyle-0-52,allowed 'boy overfed young negro coast treat white men eyes provoking insolence
doyle-0-53,began speak soon saw
doyle-0-53,long road
doyle-0-53,could wait
doyle-0-53,start without
doyle-0-53,river stations relieved
doyle-0-53,many delays already know dead alive got
doyle-0-53,paid attention explanations playing stick sealing wax repeated several times situation 'very grave grave
doyle-0-53,rumours important station jeopardy chief mr kurtz ill hoped true
doyle-0-53,mr kurtz
doyle-0-53,felt weary irritable
doyle-0-53,hang kurtz thought
doyle-0-53,interrupted saying heard mr kurtz coast
doyle-0-53,'ah
doyle-0-53,talk murmured
doyle-0-53,began assuring mr kurtz best agent exceptional man greatest importance company therefore could understand anxiety
doyle-0-53,'very uneasy
doyle-0-53,certainly fidgeted chair good deal exclaimed 'ah mr
doyle-0-53,kurtz
doyle-0-53,broke stick sealing wax seemed dumfounded accident
doyle-0-53,next thing wanted know 'how long would take
doyle-0-53,interrupted
doyle-0-53,hungry know kept feet
doyle-0-53,getting savage
doyle-0-53,'how tell
doyle-0-53,n't even seen wreck yet months doubt
doyle-0-53,talk seemed futile
doyle-0-53,'some months
doyle-0-53,'well let us say three months make start
doyle-0-53,yes
doyle-0-53,ought affair
doyle-0-53,flung hut lived alone clay hut sort verandah muttering opinion
doyle-0-53,chattering idiot
doyle-0-53,afterwards took back borne upon startlingly extreme nicety estimated time requisite 'affair
doyle-0-54,went work next day turning speak back station
doyle-0-54,way seemed could keep hold redeeming facts life
doyle-0-54,still one must look sometimes saw station men strolling aimlessly sunshine yard
doyle-0-54,asked sometimes meant
doyle-0-54,wandered absurd long staves hands like lot faithless pilgrims bewitched inside rotten fence
doyle-0-54,word 'ivory rang air whispered sighed
doyle-0-54,would think praying
doyle-0-54,taint imbecile rapacity blew like whiff corpse
doyle-0-54,jove
doyle-0-54,'ve never seen anything unreal life
doyle-0-54,outside silent wilderness surrounding cleared speck earth struck something great invincible like evil truth waiting patiently passing away fantastic invasion
doyle-0-55,oh months
doyle-0-55,well never mind
doyle-0-55,various things happened
doyle-0-55,one evening grass shed full calico cotton prints beads n't know else burst blaze suddenly would thought earth opened let avenging fire consume trash
doyle-0-55,smoking pipe quietly dismantled steamer saw cutting capers light arms lifted high stout man moustaches came tearing river tin pail hand assured everybody 'behaving splendidly splendidly dipped quart water tore back
doyle-0-55,noticed hole bottom pail
doyle-0-56,strolled
doyle-0-56,hurry
doyle-0-56,see thing gone like box matches
doyle-0-56,hopeless first
doyle-0-56,flame leaped high driven everybody back lighted everything collapsed
doyle-0-56,shed already heap embers glowing fiercely
doyle-0-56,nigger beaten near
doyle-0-56,caused fire way may screeching horribly
doyle-0-56,saw later several days sitting bit shade looking sick trying recover afterwards arose went wilderness without sound took bosom
doyle-0-56,approached glow dark found back two men talking
doyle-0-56,heard name kurtz pronounced words 'take advantage unfortunate accident
doyle-0-56,one men manager
doyle-0-56,wished good evening
doyle-0-56,'did ever see anything like eh
doyle-0-56,incredible walked
doyle-0-56,man remained
doyle-0-56,first class agent young gentlemanly bit reserved forked little beard hooked nose
doyle-0-56,stand offish agents side manager 's spy upon
doyle-0-56,hardly ever spoken
doyle-0-56,got talk strolled away hissing ruins
doyle-0-56,asked room main building station
doyle-0-56,struck match perceived young aristocrat silver mounted dressing case also whole candle
doyle-0-56,time manager man supposed right candles
doyle-0-56,native mats covered clay walls collection spears assegais shields knives hung trophies
doyle-0-56,business intrusted fellow making bricks informed n't fragment brick anywhere station year waiting
doyle-0-56,seems could make bricks without something n't know straw maybe
doyle-0-56,anyway could found likely sent europe appear clear waiting
doyle-0-56,act special creation perhaps
doyle-0-56,however waiting sixteen twenty pilgrims something upon word seem uncongenial occupation way took though thing ever came disease far could see
doyle-0-56,beguiled time back biting intriguing foolish kind way
doyle-0-56,air plotting station nothing came course
doyle-0-56,unreal everything else philanthropic pretence whole concern talk government show work
doyle-0-56,real feeling desire get appointed trading post ivory could earn percentages
doyle-0-56,intrigued slandered hated account effectually lifting little finger oh
doyle-0-56,heavens
doyle-0-56,something world allowing one man steal horse another must look halter
doyle-0-56,steal horse straight
doyle-0-56,well
doyle-0-56,done
doyle-0-56,perhaps ride
doyle-0-56,way looking halter would provoke charitable saints kick
doyle-0-57,idea wanted sociable chatted suddenly occurred fellow trying get something fact pumping
doyle-0-57,alluded constantly europe people supposed know putting leading questions acquaintances sepulchral city
doyle-0-57,little eyes glittered like mica discs curiosity though tried keep bit superciliousness
doyle-0-57,first astonished soon became awfully curious see would find
doyle-0-57,could n't possibly imagine make worth
doyle-0-57,pretty see baffled truth body full chills head nothing wretched steamboat business
doyle-0-57,evident took perfectly shameless prevaricator
doyle-0-57,last got angry conceal movement furious annoyance yawned
doyle-0-57,rose
doyle-0-57,noticed small sketch oils panel representing woman draped blindfolded carrying lighted torch
doyle-0-57,background sombre almost black
doyle-0-57,movement woman stately effect torchlight face sinister
doyle-0-58,arrested stood civilly holding empty half pint champagne bottle medical comforts candle stuck
doyle-0-58,question mr kurtz painted station year ago waiting means go trading post
doyle-0-58,'tell pray 'who mr
doyle-0-58,kurtz
doyle-0-59,'the chief inner station answered short tone looking away
doyle-0-59,'much obliged laughing
doyle-0-59,'and brickmaker central station
doyle-0-59,every one knows
doyle-0-59,silent
doyle-0-59,'he prodigy last
doyle-0-59,'he emissary pity science progress devil knows else
doyle-0-59,want began declaim suddenly 'for guidance cause intrusted us europe speak higher intelligence wide sympathies singleness purpose
doyle-0-59,'who says
doyle-0-59,asked
doyle-0-59,'lots replied
doyle-0-59,'some even write comes special ought know
doyle-0-59,'why ought know
doyle-0-59,interrupted really surprised
doyle-0-59,paid attention
doyle-0-59,'yes
doyle-0-59,today chief best station next year assistant manager two years dare say know two years time
doyle-0-59,new gang gang virtue
doyle-0-59,people sent specially also recommended
doyle-0-59,oh n't say
doyle-0-59,'ve eyes trust
doyle-0-59,light dawned upon
doyle-0-59,dear aunt 's influential acquaintances producing unexpected effect upon young man
doyle-0-59,nearly burst laugh
doyle-0-59,'do read company 's confidential correspondence
doyle-0-59,asked
doyle-0-59,n't word say
doyle-0-59,great fun
doyle-0-59,'when mr kurtz continued severely 'is general manager wo n't opportunity
doyle-0-60,blew candle suddenly went outside
doyle-0-60,moon risen
doyle-0-60,black figures strolled listlessly pouring water glow whence proceeded sound hissing steam ascended moonlight beaten nigger groaned somewhere
doyle-0-60,'what row brute makes
doyle-0-60,indefatigable man moustaches appearing near us
doyle-0-60,'serve right
doyle-0-60,transgression punishment bang
doyle-0-60,pitiless pitiless
doyle-0-60,'s way
doyle-0-60,prevent conflagrations future
doyle-0-60,telling manager noticed companion became crestfallen
doyle-0-60,'not bed yet kind servile heartiness 'it 's natural
doyle-0-60,ha
doyle-0-60,danger agitation
doyle-0-60,vanished
doyle-0-60,went riverside followed
doyle-0-60,heard scathing murmur ear 'heap muffs go
doyle-0-60,pilgrims could seen knots gesticulating discussing
doyle-0-60,several still staves hands
doyle-0-60,verily believe took sticks bed
doyle-0-60,beyond fence forest stood spectrally moonlight dim stir faint sounds lamentable courtyard silence land went home one 's heart mystery greatness amazing reality concealed life
doyle-0-60,hurt nigger moaned feebly somewhere near fetched deep sigh made mend pace away
doyle-0-60,felt hand introducing arm
doyle-0-60,'my dear sir fellow n't want misunderstood especially see mr kurtz long pleasure
doyle-0-60,would n't like get false idea disposition
doyle-0-61,let run papier mache mephistopheles seemed tried could poke forefinger would find nothing inside little loose dirt maybe
doyle-0-61,n't see planning assistant manager present man could see coming kurtz upset little
doyle-0-61,talked precipitately try stop
doyle-0-61,shoulders wreck steamer hauled slope like carcass big river animal
doyle-0-61,smell mud primeval mud jove
doyle-0-61,nostrils high stillness primeval forest eyes shiny patches black creek
doyle-0-61,moon spread everything thin layer silver rank grass mud upon wall matted vegetation standing higher wall temple great river could see sombre gap glittering glittering flowed broadly without murmur
doyle-0-61,great expectant mute man jabbered
doyle-0-61,wondered whether stillness face immensity looking us two meant appeal menace
doyle-0-61,strayed
doyle-0-61,could handle dumb thing would handle us
doyle-0-61,felt big confoundedly big thing could n't talk perhaps deaf well
doyle-0-61,could see little ivory coming heard mr kurtz
doyle-0-61,heard enough god knows
doyle-0-61,yet somehow n't bring image told angel fiend
doyle-0-61,believed way one might believe inhabitants planet mars
doyle-0-61,knew scotch sailmaker certain dead sure people mars
doyle-0-61,asked idea looked behaved would get shy mutter something 'walking fours
doyle-0-61,much smiled would though man sixty offer fight
doyle-0-61,would gone far fight kurtz went near enough lie
doyle-0-61,know hate detest ca n't bear lie straighter rest us simply appalls
doyle-0-61,taint death flavour mortality lies exactly hate detest world want forget
doyle-0-61,makes miserable sick like biting something rotten would
doyle-0-61,temperament suppose
doyle-0-61,well went near enough letting young fool believe anything liked imagine influence europe
doyle-0-61,became instant much pretence rest bewitched pilgrims
doyle-0-61,simply notion somehow would help kurtz time see understand
doyle-0-61,word
doyle-0-61,see man name
doyle-0-61,see
doyle-0-61,see story
doyle-0-61,see anything
doyle-0-61,seems trying tell dream making vain attempt relation dream convey dream sensation commingling absurdity surprise bewilderment tremor struggling revolt notion captured incredible essence dreams
doyle-0-62,silent
doyle-0-63,impossible impossible convey life sensation given epoch one 's existence makes truth meaning subtle penetrating essence
doyle-0-63,impossible
doyle-0-63,live dream alone
doyle-0-64,paused reflecting added
doyle-0-65,course fellows see could
doyle-0-65,see know
doyle-0-66,become pitch dark listeners could hardly see one another
doyle-0-66,long time already sitting apart us voice
doyle-0-66,word anybody
doyle-0-66,others might asleep awake
doyle-0-66,listened listened watch sentence word would give clue faint uneasiness inspired narrative seemed shape without human lips heavy night air river
doyle-0-67,yes let run marlow began think pleased powers behind
doyle-0-67,nothing behind
doyle-0-67,nothing wretched old mangled steamboat leaning talked fluently 'the necessity every man get
doyle-0-67,'and one comes conceive gaze moon
doyle-0-67,mr kurtz 'universal genius even genius would find easier work 'adequate tools intelligent men
doyle-0-67,make bricks physical impossibility way well aware secretarial work manager 'no sensible man rejects wantonly confidence superiors
doyle-0-67,see
doyle-0-67,saw
doyle-0-67,want
doyle-0-67,really wanted rivets heaven
doyle-0-67,rivets
doyle-0-67,get work stop hole
doyle-0-67,rivets wanted
doyle-0-67,cases coast cases piled burst split
doyle-0-67,kicked loose rivet every second step station yard hillside
doyle-0-67,rivets rolled grove death
doyle-0-67,could fill pockets rivets trouble stooping n't one rivet found wanted
doyle-0-67,plates would nothing fasten
doyle-0-67,every week messenger long negro letter bag shoulder staff hand left station coast
doyle-0-67,several times week coast caravan came trade goods ghastly glazed calico made shudder look glass beads value penny quart confounded spotted cotton handkerchiefs
doyle-0-67,rivets
doyle-0-67,three carriers could brought wanted set steamboat afloat
doyle-0-68,becoming confidential fancy unresponsive attitude must exasperated last judged necessary inform feared neither god devil let alone mere man
doyle-0-68,could see well wanted certain quantity rivets rivets really mr kurtz wanted known
doyle-0-68,letters went coast every week 'my dear sir cried write dictation
doyle-0-68,demanded rivets
doyle-0-68,way intelligent man
doyle-0-68,changed manner became cold suddenly began talk hippopotamus wondered whether sleeping board steamer stuck salvage night day n't disturbed
doyle-0-68,old hippo bad habit getting bank roaming night station grounds
doyle-0-68,pilgrims used turn body empty every rifle could lay hands
doyle-0-68,even sat nights
doyle-0-68,energy wasted though
doyle-0-68,'that animal charmed life 'but say brutes country
doyle-0-68,man apprehend
doyle-0-68,man bears charmed life
doyle-0-68,stood moment moonlight delicate hooked nose set little askew mica eyes glittering without wink curt good night strode
doyle-0-68,could see disturbed considerably puzzled made feel hopeful days
doyle-0-68,great comfort turn chap influential friend battered twisted ruined tin pot steamboat
doyle-0-68,clambered board
doyle-0-68,rang feet like empty huntley palmer biscuit tin kicked along gutter nothing solid make rather less pretty shape expended enough hard work make love
doyle-0-68,influential friend would served better
doyle-0-68,given chance come bit find could
doyle-0-68,n't like work
doyle-0-68,rather laze think fine things done
doyle-0-68,n't like work man like work chance find
doyle-0-68,reality others man ever know
doyle-0-68,see mere show never tell really means
doyle-0-69,surprised see somebody sitting aft deck legs dangling mud
doyle-0-69,see rather chummed mechanics station pilgrims naturally despised account imperfect manners suppose
doyle-0-69,foreman boiler maker trade good worker
doyle-0-69,lank bony yellow faced man big intense eyes
doyle-0-69,aspect worried head bald palm hand hair falling seemed stuck chin prospered new locality beard hung waist
doyle-0-69,widower six young children left charge sister come passion life pigeon flying
doyle-0-69,enthusiast connoisseur
doyle-0-69,would rave pigeons
doyle-0-69,work hours used sometimes come hut talk children pigeons work crawl mud bottom steamboat would tie beard kind white serviette brought purpose
doyle-0-69,loops go ears
doyle-0-69,evening could seen squatted bank rinsing wrapper creek great care spreading solemnly bush dry
doyle-0-70,slapped back shouted 'we shall rivets
doyle-0-70,scrambled feet exclaiming 'no
doyle-0-70,rivets
doyle-0-70,though could n't believe ears
doyle-0-70,low voice 'you
doyle-0-70,eh
doyle-0-70,n't know behaved like lunatics
doyle-0-70,put finger side nose nodded mysteriously
doyle-0-70,'good
doyle-0-70,cried snapped fingers head lifting one foot
doyle-0-70,tried jig
doyle-0-70,capered iron deck
doyle-0-70,frightful clatter came hulk virgin forest bank creek sent back thundering roll upon sleeping station
doyle-0-70,must made pilgrims sit hovels
doyle-0-70,dark figure obscured lighted doorway manager 's hut vanished second doorway vanished
doyle-0-70,stopped silence driven away stamping feet flowed back recesses land
doyle-0-70,great wall vegetation exuberant entangled mass trunks branches leaves boughs festoons motionless moonlight like rioting invasion soundless life rolling wave plants piled crested ready topple creek sweep every little man us little existence
doyle-0-70,moved
doyle-0-70,deadened burst mighty splashes snorts reached us afar though icthyosaurus taking bath glitter great river
doyle-0-70,'after boiler maker reasonable tone 'why n't get rivets
doyle-0-70,indeed
doyle-0-70,know reason n't
doyle-0-70,'they 'll come three weeks confidently
doyle-0-71,n't
doyle-0-71,instead rivets came invasion infliction visitation
doyle-0-71,came sections next three weeks section headed donkey carrying white man new clothes tan shoes bowing elevation right left impressed pilgrims
doyle-0-71,quarrelsome band footsore sulky niggers trod heels donkey lot tents camp stools tin boxes white cases brown bales would shot courtyard air mystery would deepen little muddle station
doyle-0-71,five instalments came absurd air disorderly flight loot innumerable outfit shops provision stores one would think lugging raid wilderness equitable division
doyle-0-71,inextricable mess things decent human folly made look like spoils thieving
doyle-0-72,devoted band called eldorado exploring expedition believe sworn secrecy
doyle-0-72,talk however talk sordid buccaneers reckless without hardihood greedy without audacity cruel without courage atom foresight serious intention whole batch seem aware things wanted work world
doyle-0-72,tear treasure bowels land desire moral purpose back burglars breaking safe
doyle-0-72,paid expenses noble enterprise n't know uncle manager leader lot
doyle-0-73,exterior resembled butcher poor neighbourhood eyes look sleepy cunning
doyle-0-73,carried fat paunch ostentation short legs time gang infested station spoke one nephew
doyle-0-73,could see two roaming day long heads close together everlasting confab
doyle-0-74,given worrying rivets
doyle-0-74,one 's capacity kind folly limited would suppose
doyle-0-74,hang
doyle-0-74,let things slide
doyle-0-74,plenty time meditation would give thought kurtz
doyle-0-74,n't interested
doyle-0-74,still curious see whether man come equipped moral ideas sort would climb top would set work
doyle-1-0,chapter ii
doyle-1-1,one evening lying flat deck steamboat heard voices approaching nephew uncle strolling along bank
doyle-1-1,laid head arm nearly lost doze somebody ear harmless little child n't like dictated
doyle-1-1,manager
doyle-1-1,ordered send
doyle-1-1,'s incredible
doyle-1-1,became aware two standing shore alongside forepart steamboat head
doyle-1-1,move occur move sleepy
doyle-1-1,'it unpleasant grunted uncle
doyle-1-1,'he asked administration sent 'with idea showing could instructed accordingly
doyle-1-1,look influence man must
doyle-1-1,frightful
doyle-1-1,agreed frightful made several bizarre remarks 'make rain fine weather one man council nose bits absurd sentences got better drowsiness pretty near whole wits uncle 'the climate may away difficulty
doyle-1-1,alone
doyle-1-1,'yes answered manager 'he sent assistant river note terms clear poor devil country n't bother sending sort
doyle-1-1,rather alone kind men dispose year ago
doyle-1-1,imagine impudence
doyle-1-1,'anything since
doyle-1-1,asked hoarsely
doyle-1-1,'ivory jerked nephew 'lots prime sort lots annoying
doyle-1-1,'and
doyle-1-1,questioned heavy rumble
doyle-1-1,'invoice reply fired speak
doyle-1-1,silence
doyle-1-1,talking kurtz
doyle-1-2,broad awake time lying perfectly ease remained still inducement change position
doyle-1-2,'how ivory come way
doyle-1-2,growled elder man seemed vexed
doyle-1-2,explained come fleet canoes charge english half caste clerk kurtz kurtz apparently intended return station time bare goods stores coming three hundred miles suddenly decided go back started alone small dugout four paddlers leaving half caste continue river ivory
doyle-1-2,two fellows seemed astounded anybody attempting thing
doyle-1-2,loss adequate motive
doyle-1-2,seemed see kurtz first time
doyle-1-2,distinct glimpse dugout four paddling savages lone white man turning back suddenly headquarters relief thoughts home perhaps setting face towards depths wilderness towards empty desolate station
doyle-1-2,know motive
doyle-1-2,perhaps simply fine fellow stuck work sake
doyle-1-2,name understand pronounced
doyle-1-2,'that man
doyle-1-2,half caste far could see conducted difficult trip great prudence pluck invariably alluded 'that scoundrel
doyle-1-2,'scoundrel reported 'man ill recovered imperfectly
doyle-1-2,two moved away paces strolled back forth little distance
doyle-1-2,heard 'military post doctor two hundred miles quite alone unavoidable delays nine months news strange rumours
doyle-1-2,approached manager saying 'no one far know unless species wandering trader pestilential fellow snapping ivory natives
doyle-1-2,talking
doyle-1-2,gathered snatches man supposed kurtz 's district manager approve
doyle-1-2,'we free unfair competition till one fellows hanged example
doyle-1-2,'certainly grunted 'get hanged
doyle-1-2,anything anything done country
doyle-1-2,'s say nobody understand endanger position
doyle-1-2,stand climate outlast
doyle-1-2,danger europe left took care moved whispered voices rose
doyle-1-2,'the extraordinary series delays fault
doyle-1-2,best
doyle-1-2,fat man sighed
doyle-1-2,'very sad
doyle-1-2,'and pestiferous absurdity talk continued 'he bothered enough
doyle-1-2,station like beacon road towards better things centre trade course also humanizing improving instructing conceive ass
doyle-1-2,wants manager
doyle-1-2,'s got choked excessive indignation lifted head least bit
doyle-1-2,surprised see near right
doyle-1-2,could spat upon hats
doyle-1-2,looking ground absorbed thought
doyle-1-2,manager switching leg slender twig sagacious relative lifted head
doyle-1-2,'you well since came time
doyle-1-2,asked
doyle-1-2,gave start
doyle-1-2,'who
doyle-1-2,oh
doyle-1-2,like charm like charm
doyle-1-2,rest oh goodness
doyle-1-2,sick
doyle-1-2,die quick n't time send country 's incredible
doyle-1-2,'hm 'm
doyle-1-2,grunted uncle
doyle-1-2,'ah
doyle-1-2,boy trust say trust
doyle-1-2,saw extend short flipper arm gesture took forest creek mud river seemed beckon dishonouring flourish sunlit face land treacherous appeal lurking death hidden evil profound darkness heart
doyle-1-2,startling leaped feet looked back edge forest though expected answer sort black display confidence
doyle-1-2,know foolish notions come one sometimes
doyle-1-2,high stillness confronted two figures ominous patience waiting passing away fantastic invasion
doyle-1-3,swore aloud together sheer fright believe pretending know anything existence turned back station
doyle-1-3,sun low leaning forward side side seemed tugging painfully uphill two ridiculous shadows unequal length trailed behind slowly tall grass without bending single blade
doyle-1-4,days eldorado expedition went patient wilderness closed upon sea closes diver
doyle-1-4,long afterwards news came donkeys dead
doyle-1-4,know nothing fate less valuable animals
doyle-1-4,doubt like rest us found deserved
doyle-1-4,inquire
doyle-1-4,rather excited prospect meeting kurtz soon
doyle-1-4,say soon mean comparatively
doyle-1-4,two months day left creek came bank kurtz 's station
doyle-1-5,going river like traveling back earliest beginnings world vegetation rioted earth big trees kings
doyle-1-5,empty stream great silence impenetrable forest
doyle-1-5,air warm thick heavy sluggish
doyle-1-5,joy brilliance sunshine
doyle-1-5,long stretches waterway ran deserted gloom overshadowed distances
doyle-1-5,silvery sand banks hippos alligators sunned side side
doyle-1-5,broadening waters flowed mob wooded islands lost way river would desert butted day long shoals trying find channel till thought bewitched cut ever everything known somewhere far away another existence perhaps
doyle-1-5,moments one 's past came back one sometimes moment spare came shape unrestful noisy dream remembered wonder amongst overwhelming realities strange world plants water silence
doyle-1-5,stillness life least resemble peace
doyle-1-5,stillness implacable force brooding inscrutable intention
doyle-1-5,looked vengeful aspect
doyle-1-5,got used afterwards see time
doyle-1-5,keep guessing channel discern mostly inspiration signs hidden banks watched sunken stones learning clap teeth smartly heart flew shaved fluke infernal sly old snag would ripped life tin pot steamboat drowned pilgrims keep lookout signs dead wood could cut night next day 's steaming
doyle-1-5,attend things sort mere incidents surface reality reality tell fades
doyle-1-5,inner truth hidden luckily luckily
doyle-1-5,felt felt often mysterious stillness watching monkey tricks watches fellows performing respective tight ropes
doyle-1-5,half crown tumble
doyle-1-6,try civil marlow growled voice knew least one listener awake besides
doyle-1-7,beg pardon
doyle-1-7,forgot heartache makes rest price
doyle-1-7,indeed price matter trick well done
doyle-1-7,tricks well
doyle-1-7,n't badly either since managed sink steamboat first trip
doyle-1-7,'s wonder yet
doyle-1-7,imagine blindfolded man set drive van bad road
doyle-1-7,sweated shivered business considerably tell
doyle-1-7,seaman scrape bottom thing 's supposed float time care unpardonable sin
doyle-1-7,one may know never forget thump eh
doyle-1-7,blow heart
doyle-1-7,remember dream wake night think years go hot cold
doyle-1-7,n't pretend say steamboat floated time
doyle-1-7,wade bit twenty cannibals splashing around pushing
doyle-1-7,enlisted chaps way crew
doyle-1-7,fine fellows cannibals place
doyle-1-7,men one could work grateful
doyle-1-7,eat face brought along provision hippo meat went rotten made mystery wilderness stink nostrils
doyle-1-7,phoo
doyle-1-7,sniff
doyle-1-7,manager board three four pilgrims staves complete
doyle-1-7,sometimes came upon station close bank clinging skirts unknown white men rushing tumble hovel great gestures joy surprise welcome seemed strange appearance held captive spell
doyle-1-7,word ivory would ring air went silence along empty reaches round still bends high walls winding way reverberating hollow claps ponderous beat stern wheel
doyle-1-7,trees trees millions trees massive immense running high foot hugging bank stream crept little begrimed steamboat like sluggish beetle crawling floor lofty portico
doyle-1-7,made feel small lost yet altogether depressing feeling
doyle-1-7,small grimy beetle crawled wanted
doyle-1-7,pilgrims imagined crawled n't know
doyle-1-7,place expected get something
doyle-1-7,bet
doyle-1-7,crawled towards kurtz exclusively steam pipes started leaking crawled slow
doyle-1-7,reaches opened us closed behind forest stepped leisurely across water bar way return
doyle-1-7,penetrated deeper deeper heart darkness
doyle-1-7,quiet
doyle-1-7,night sometimes roll drums behind curtain trees would run river remain sustained faintly hovering air high heads till first break day
doyle-1-7,whether meant war peace prayer could tell
doyle-1-7,dawns heralded descent chill stillness wood cutters slept fires burned low snapping twig would make start
doyle-1-7,wanderers prehistoric earth earth wore aspect unknown planet
doyle-1-7,could fancied first men taking possession accursed inheritance subdued cost profound anguish excessive toil
doyle-1-7,suddenly struggled round bend would glimpse rush walls peaked grass roofs burst yells whirl black limbs mass hands clapping feet stamping bodies swaying eyes rolling droop heavy motionless foliage
doyle-1-7,steamer toiled along slowly edge black incomprehensible frenzy
doyle-1-7,prehistoric man cursing us praying us welcoming us could tell
doyle-1-7,cut comprehension surroundings glided past like phantoms wondering secretly appalled sane men would enthusiastic outbreak madhouse
doyle-1-7,could understand far could remember travelling night first ages ages gone leaving hardly sign memories
doyle-1-8,earth seemed unearthly
doyle-1-8,accustomed look upon shackled form conquered monster could look thing monstrous free
doyle-1-8,unearthly men inhuman
doyle-1-8,well know worst suspicion inhuman
doyle-1-8,would come slowly one
doyle-1-8,howled leaped spun made horrid faces thrilled thought humanity like thought remote kinship wild passionate uproar
doyle-1-8,ugly
doyle-1-8,yes ugly enough man enough would admit faintest trace response terrible frankness noise dim suspicion meaning remote night first ages could comprehend
doyle-1-8,mind man capable anything everything past well future
doyle-1-8,joy fear sorrow devotion valour rage tell
doyle-1-8,truth truth stripped cloak time
doyle-1-8,let fool gape shudder man knows look without wink
doyle-1-8,must least much man shore
doyle-1-8,must meet truth true stuff inborn strength
doyle-1-8,principles wo n't
doyle-1-8,acquisitions clothes pretty rags rags would fly first good shake
doyle-1-8,want deliberate belief
doyle-1-8,appeal fiendish row
doyle-1-8,well hear admit voice good evil mine speech silenced
doyle-1-8,course fool sheer fright fine sentiments always safe
doyle-1-8,'s grunting
doyle-1-8,wonder n't go ashore howl dance
doyle-1-8,well n't
doyle-1-8,fine sentiments say
doyle-1-8,fine sentiments hanged
doyle-1-8,time
doyle-1-8,mess white lead strips woolen blanket helping put bandages leaky steam pipes tell
doyle-1-8,watch steering circumvent snags get tin pot along hook crook
doyle-1-8,surface truth enough things save wiser man
doyle-1-8,whiles look savage fireman
doyle-1-8,improved specimen could fire vertical boiler
doyle-1-8,upon word look edifying seeing dog parody breeches feather hat walking hind legs
doyle-1-8,months training done really fine chap
doyle-1-8,squinted steam gauge water gauge evident effort intrepidity filed teeth poor devil wool pate shaved queer patterns three ornamental scars cheeks
doyle-1-8,ought clapping hands stamping feet bank instead hard work thrall strange witchcraft full improving knowledge
doyle-1-8,useful instructed knew water transparent thing disappear evil spirit inside boiler would get angry greatness thirst take terrible vengeance
