doc_x,doc_y,cosine
0,1,0.0002937269739689484
0,2,0.00029291811122947916
0,3,0.00028555818211261534
0,4,0.0001886227494799845
0,5,0.0002140197395135314
0,6,0.0003724102831436428
0,7,0.00034862942438613744
0,8,0.00020347083540261913
0,9,0.00047938654158724943
0,10,0.00024929987444097284
0,11,0.0002949212890822606
0,12,0.00027076168557679375
0,13,0.0003482263943054231
0,14,0.00038656176903476735
0,15,0.0003234284211222483
0,16,0.00028168136857726413
0,17,0.00028285427008826943
0,18,0.00029811132853423876
0,19,0.0002974342649481902
0,20,0.0002865628349683459
0,21,0.00030122966004500007
0,22,0.00029230281854527337
0,23,0.0003049113532201432
0,24,0.0003690130597484005
0,25,0.0003886891212071712
0,26,0.0002638574100177799
0,27,0.00038689972136201896
0,28,0.0002065704082971121
0,29,0.00023559277895244274
0,30,0.0005205817284756616
0,31,0.0001973920251382144
0,32,0.0005559248799284889
0,33,0.00028270471286742486
0,34,0.0002226924115484217
0,35,0.00036640717268241884
0,36,0.00024052947683579208
0,37,0.0002931805009052882
0,38,0.00020468918567041132
0,39,0.00021583590865481488
0,40,0.0003322391217223156
0,41,0.0002957978116112233
0,42,0.0002506202298798141
0,43,0.000412053139954515
0,44,0.00028686354615869774
0,45,0.0005617217932256693
0,46,0.0002394130569345877
0,47,0.0003292537737705691
0,48,0.00027107309336021966
0,49,0.0002506930668594223
0,50,0.0002941121017253786
0,51,0.00022614286480177333
0,52,0.000473220219302646
0,53,0.00030539304003979884
0,54,0.00028393059888683444
0,55,0.0005589357166042504
0,56,0.0004753237650535648
0,57,0.0004124948391859371
0,58,0.000487185131187252
0,59,0.00032902068087470104
0,60,0.0002901430661295401
0,61,0.0003238383046117055
0,62,0.00031015349177838757
0,63,0.0003263674377811396
0,64,0.0003090632119781945
0,65,0.00029108044643891495
0,66,0.00043309788942739894
0,67,0.0002366243119364164
0,68,0.00034682376691237254
0,69,0.00016330361056616317
0,70,0.00036612175927882814
0,71,0.0004556377771934262
0,72,0.0002748660329061282
0,73,0.0003700290214549944
0,74,0.0003567813054982181
0,75,0.00040259213981884537
0,76,0.0003192370881433412
0,77,0.0002602735574413333
0,78,0.00022985005582713318
0,79,0.00029789732560418845
0,80,0.0003104813169402053
0,81,0.00033212977515156584
0,82,0.0005482076614606525
0,83,0.0006341582191384506
0,84,0.0003164577026979547
0,85,0.0003407890746508453
0,86,0.00037002049780691357
0,87,0.00028900615376790956
0,88,0.0004044163191409399
0,89,0.000390024813826654
0,90,0.0005208855972471631
0,91,0.0002693410653112402
0,92,0.0004025219210438547
0,93,0.0002840096614878669
0,94,0.00020981936570226378
0,95,0.00026962483531812505
0,96,0.00025320751410524533
0,97,0.00016677315242243125
0,98,0.0004608683691081708
0,99,0.00024324845679404391
0,100,0.0003049492206402105
0,101,0.0005876350855861674
0,102,0.00034168508442656035
0,103,0.0006465092190920337
0,104,0.0005137478611150893
0,105,0.0005679149722796666
0,106,0.00025643039907612353
0,107,0.00018357638993311682
0,108,0.0002549222265149513
0,109,0.000287070810631572
0,110,0.0002827442886531746
0,111,0.0003841619699642561
0,112,0.0003116732444723042
0,113,0.00021263970008763623
0,114,0.00029489713574176843
0,115,0.000270056300741146
0,116,0.00020803300079366905
0,117,0.0003046541062364935
0,118,0.00019639411480435837
0,119,0.0002842648776112343
0,120,0.0003021231055735708
0,121,0.00022851544924642968
0,122,0.00041219351462337315
0,123,0.00022101554015275607
0,124,0.0002265746361168164
0,125,0.00022034133261957214
0,126,0.00025656911033062463
0,127,0.00026945042450502056
0,128,0.0003486615499373751
0,129,0.0002434241209437154
0,130,0.0002668730474909486
0,131,0.00037959745924979544
0,132,0.00035324290607515883
0,133,0.0003223144316229666
0,134,0.00029776433764460445
0,135,0.0002827322466271371
0,136,0.00022421359418693004
1,2,0.00034328409093618243
1,3,0.000320404153464673
1,4,0.00027946143881189475
1,5,0.00042244277644384274
1,6,0.00048327142017021987
1,7,0.0003263723402392443
1,8,0.0003423162964718082
1,9,0.0003337272124797823
1,10,0.00037809226486685513
1,11,0.00036654857644714063
1,12,0.000309159511104968
1,13,0.0003637370398437616
1,14,0.000386887294279689
1,15,0.00023994654506946357
1,16,0.0003436273365195357
1,17,0.0004032935373084716
1,18,0.000356988228866361
1,19,0.000389740579962004
1,20,0.00029313783297490363
1,21,0.000428686007048874
1,22,0.0003383752060508614
1,23,0.0004335279521786067
1,24,0.0004153613778857368
1,25,0.0002217744108807175
1,26,0.0002771968097131502
1,27,0.0002731584061515457
1,28,0.00022261863761927577
1,29,0.000258641739703317
1,30,0.0003896755254805722
1,31,0.00024955470990688586
1,32,0.000254533287482028
1,33,0.00041913835132692854
1,34,0.00040229226132930043
1,35,0.00043140245072715493
1,36,0.00028246382814060974
1,37,0.00025425498863642455
1,38,0.0004206993364177795
1,39,0.00021476105938992353
1,40,0.0006045624716470356
1,41,0.0002486567441891894
1,42,0.00038235794766188294
1,43,0.0003568345371703566
1,44,0.0002696557623866169
1,45,0.00041238921584165064
1,46,0.0004028047217716732
1,47,0.0003661579795379728
1,48,0.00025948636090503455
1,49,0.00038422568529297506
1,50,0.00040788717017809525
1,51,0.000257552355601401
1,52,0.0004068770539974902
1,53,0.00039073390582901703
1,54,0.00035873854941046086
1,55,0.0002814485018981994
1,56,0.0002578697851889121
1,57,0.0002968493873336715
1,58,0.0004609388200048539
1,59,0.0002189765529439236
1,60,0.00027037100403379363
1,61,0.0002519750541678771
1,62,0.00028932044394744134
1,63,0.00020136306542044375
1,64,0.000703718143030505
1,65,0.00030010525866860585
1,66,0.00033613995187463044
1,67,0.00031611593111378986
1,68,0.000230138021811907
1,69,0.0005141826305946939
1,70,0.00040845904716455087
1,71,0.0005101871678910868
1,72,0.0003691190377449254
1,73,0.00034213926932648563
1,74,0.00035806582686392127
1,75,0.0002966888876418017
1,76,0.00022559935534565066
1,77,0.0001952574557618213
1,78,0.00038714935511633796
1,79,0.0003096577690845748
1,80,0.00022019568611570853
1,81,0.00023763927458521388
1,82,0.0003410796886879157
1,83,0.0003026804109105726
1,84,0.00031076764360256565
1,85,0.0003574128859691907
1,86,0.00023495616379684038
1,87,0.00025186192503865877
1,88,0.00019596911126411483
1,89,0.0001586311266887353
1,90,0.00044109592907835236
1,91,0.00032389811845657623
1,92,0.00021460898210822965
1,93,0.00028210924956175907
1,94,0.00032904992786043853
1,95,0.0002934275657936612
1,96,0.0002829994489137248
1,97,0.00023224045250153276
1,98,0.0002910277657616299
1,99,0.00039208840432572044
1,100,0.00025785663871201843
1,101,0.0003625463622243761
