doc_label,doc_content
doyle-16-27,look ye young man thy lungs sort soft ye see thou dost talk shark bit
doyle-16-27,sure ye sea sure
doyle-16-28,sir thought told four voyages merchant
doyle-16-29,hard
doyle-16-29,mind marchant service
doyle-16-29,let us understand
doyle-16-29,given thee hint whaling ye yet feel inclined
doyle-16-30,sir
doyle-16-31,good
doyle-16-31,art thou man pitch harpoon live whale throat jump
doyle-16-31,answer quick
doyle-16-32,sir indispensable got rid take fact
doyle-16-33,good
doyle-16-33,thou wantest go whaling find experience whaling ye also want go order see world
doyle-16-33,ye
doyle-16-33,thought
doyle-16-33,well step forward take peep weather bow back tell ye see
doyle-16-34,moment stood little puzzled curious knowing exactly take whether humorously earnest
doyle-16-34,concentrating crow feet one captain peleg started errand
doyle-16-35,going forward glancing weather bow perceived ship swinging anchor flood tide obliquely pointing towards open ocean
doyle-16-35,prospect exceedingly forbidding slightest variety could see
doyle-16-36,well report peleg came back ye see
doyle-16-37,much replied nothing water considerable horizon though squall coming think
doyle-16-38,well thou think seeing world
doyle-16-38,ye wish go round cape horn see eh
doyle-16-38,ye see world stand
doyle-16-39,little staggered go whaling must would pequod good ship thought best repeated peleg
doyle-16-39,seeing determined expressed ship
doyle-16-40,thou well sign papers right added come along ye saying led way deck cabin
doyle-16-41,seated transom seemed uncommon surprising figure
doyle-16-41,turned captain bildad along captain peleg one largest owners vessel shares sometimes case ports held crowd old widows children owning value timber head foot plank nail two ship
doyle-16-41,people nantucket invest money whaling vessels way state stocks bringing good interest
doyle-16-42,bildad like peleg indeed many nantucketers quaker island originally settled day inhabitants general retain uncommon measure peculiarities quaker variously anomalously modified things altogether alien
doyle-16-42,sailors whale hunters
doyle-16-42,fighting vengeance
doyle-16-43,instances among men named names singularly common fashion island childhood naturally stately thee thou quaker still audacious daring boundless adventure subsequent lives strangely blend peculiarities thousand bold dashes character unworthy sea king poetical pagan roman
doyle-16-43,things unite man greatly superior natural force globular brain ponderous heart also stillness many long night watches remotest waters beneath never seen north led think receiving nature sweet savage impressions fresh virgin breast thereby chiefly help learn bold nervous lofty language man makes one whole nation census mighty creature formed noble
doyle-16-43,regarded either birth circumstances seems half wilful bottom nature
doyle-16-43,men great made certain
doyle-16-43,sure young mortal
doyle-16-43,yet one quite another still man indeed peculiar another quaker modified individual circumstances
doyle-16-44,like captain peleg captain bildad well retired whaleman
doyle-16-44,unlike captain peleg cared rush called serious things indeed deemed self serious things veriest trifles captain bildad originally according nantucket subsequent ocean life sight many lovely island creatures round horn moved native born quaker one single jot much altered one angle vest
doyle-16-44,still lack common worthy captain bildad
doyle-16-44,though conscientious bear arms land yet atlantic pacific though sworn foe human yet straight coat spilled upon leviathan
doyle-16-44,evening days pious bildad things know seem concern much probably long since come sensible conclusion man religion one thing practical world quite another
doyle-16-44,world
doyle-16-44,rising little cabin boy short clothes drab harpooneer broad becoming boat header chief mate captain finally ship owner bildad hinted concluded adventurous career wholly active life age sixty remaining days quiet receiving well
doyle-16-45,bildad sorry say reputation old hunks sea going days bitter hard task master
doyle-16-45,told nantucket though certainly seems curious story sailed old whaleman crew upon home mostly carried ashore hospital exhausted worn
doyle-16-45,pious man especially quaker certainly rather hard hearted say least
doyle-16-45,never used swear though men somehow got quantity cruel hard work
doyle-16-45,bildad chief mate drab coloured eye intently looking made feel completely nervous till could clutch something hammer marling spike go work like mad something never mind
doyle-16-45,idleness perished
doyle-16-45,person exact embodiment character
doyle-16-45,long gaunt body carried spare flesh superfluous beard chin soft nap like worn nap broad hat
doyle-16-46,person saw seated transom followed captain peleg cabin
doyle-16-46,space decks small bolt upright sat old bildad always sat never leaned save coat tails
doyle-16-46,broad brim placed beside legs stiffly crossed drab buttoned chin spectacles nose seemed absorbed reading ponderous volume
doyle-16-47,bildad cried captain peleg bildad eh
doyle-16-47,ye studying last thirty years certain knowledge
doyle-16-47,far ye got bildad
doyle-16-48,long profane talk old shipmate bildad without present quietly looked seeing glanced towards peleg
doyle-16-49,says man bildad peleg wants ship
doyle-16-50,dost thee bildad hollow tone turning round
doyle-16-51,dost unconsciously intense quaker
doyle-16-52,ye think bildad peleg
doyle-16-53,bildad eyeing went away book tone quite
doyle-16-54,thought queerest old quaker ever saw especially peleg friend old shipmate seemed
doyle-16-54,nothing looking round sharply
doyle-16-54,peleg threw open chest drawing forth ship articles placed pen seated little table
doyle-16-54,began think high time settle terms would voyage
doyle-16-54,already aware whaling business paid wages hands including captain received certain shares profits called lays lays degree importance pertaining respective duties ship company
doyle-16-54,also aware green hand whaling lay would large considering used sea could steer ship splice rope made doubt heard offered least lay part clear net proceeds voyage whatever might eventually amount
doyle-16-54,though lay call rather long lay yet better nothing lucky voyage might pretty nearly pay clothing would wear speak three years beef board would pay one
doyle-16-55,might thought poor way fortune poor way indeed
doyle-16-55,one never take fortunes quite content world ready board lodge putting grim sign thunder cloud
doyle-16-55,upon whole thought lay would fair thing would surprised offered considering broad make
doyle-16-56,one thing nevertheless made little distrustful receiving generous share profits ashore heard something captain peleg unaccountable old bildad proprietors pequod therefore inconsiderable scattered owners left nearly whole management ship affairs two
doyle-16-56,know old bildad might mighty deal say shipping hands especially found board pequod quite home cabin reading bible fireside
doyle-16-56,peleg vainly trying mend pen jack knife old bildad small surprise considering party proceedings bildad never heeded us went book lay upon earth
doyle-16-57,well captain bildad interrupted peleg ye say lay shall give young man
doyle-16-58,thou knowest best reply seven hundred seventy seventh much would
doyle-16-58,rust lay
doyle-16-59,lay indeed thought lay
doyle-16-59,seven hundred seventy seventh
doyle-16-59,well old bildad determined one shall lay many lays rust
doyle-16-59,exceedingly long lay indeed though magnitude figure might first landsman yet slightest consideration show though seven hundred seventy seven pretty large number yet come make see say seven hundred seventy seventh part good deal less seven hundred seventy seven gold doubloons thought time
doyle-16-60,blast eyes bildad cried peleg thou dost want young man
doyle-16-60,must
doyle-16-61,seven hundred seventy seventh bildad without lifting eyes went heart also
doyle-16-62,going put three peleg ye hear bildad
doyle-16-62,three lay say
doyle-16-63,bildad laid book turning solemnly towards captain peleg thou hast generous heart thou must consider duty thou owners ship widows orphans many reward labors young man may taking bread widows orphans
doyle-16-63,seven hundred seventy seventh lay captain peleg
doyle-16-64,thou bildad roared peleg starting cabin
doyle-16-64,blast ye captain bildad followed thy advice matters would afore conscience would heavy enough largest ship ever sailed round cape horn
doyle-16-65,captain peleg bildad steadily thy conscience may drawing ten inches water ten fathoms tell thou art still man captain peleg greatly fear lest thy conscience leaky one end sink thee fiery pit captain peleg
doyle-16-66,fiery pit
doyle-16-66,fiery pit
doyle-16-66,ye insult man past natural bearing ye insult
doyle-16-66,tell human creature bound hell
doyle-16-66,flukes flames
doyle-16-66,bildad say start soul bolts yes swallow live hair horns
doyle-16-66,cabin ye drab coloured son wooden gun straight wake ye
doyle-16-67,made rush bildad marvellous oblique sliding bildad time
doyle-16-68,alarmed terrible two owners ship feeling half mind give idea sailing vessel owned temporarily commanded stepped aside door give bildad made doubt eagerness awakened wrath peleg
doyle-16-68,astonishment sat transom quietly seemed slightest intention withdrawing
doyle-16-68,seemed quite used peleg ways
doyle-16-68,peleg rage seemed left sat like though little still agitated
doyle-16-68,whew last squall gone leeward think
doyle-16-68,bildad thou used good lance mend pen ye
doyle-16-68,jack knife needs
doyle-16-68,thank ye bildad
doyle-16-68,young man ishmael thy name ye say
doyle-16-68,well ye go ishmael three lay
doyle-16-69,captain peleg friend wants ship shall bring morrow
doyle-16-70,sure peleg
doyle-16-70,fetch along look
doyle-16-71,lay want bildad glancing book
doyle-16-72,oh
doyle-16-72,never thee mind bildad peleg
doyle-16-72,ever turning
doyle-16-73,killed whales count captain peleg
doyle-16-74,well bring along
doyle-16-75,signing papers went nothing doubting done good morning work pequod identical ship yojo provided carry queequeg round cape
doyle-16-76,proceeded far began bethink captain sail yet remained unseen though indeed many cases whale ship completely fitted receive crew board ere captain makes visible take command sometimes voyages prolonged shore intervals home exceedingly brief captain family absorbing sort trouble much ship port leaves owners till ready sea
doyle-16-76,however always well look irrevocably committing hands
doyle-16-76,turning back accosted captain peleg inquiring captain ahab found
doyle-16-77,dost thou want captain ahab
doyle-16-77,right enough thou art shipped
doyle-16-78,yes like see
doyle-16-79,think thou wilt able present
doyle-16-79,know exactly matter keeps close inside house sort sick yet look
doyle-16-79,fact sick well either
doyle-16-79,young man always see suppose thee
doyle-16-79,queer man captain ahab think good one
doyle-16-79,oh thou like well enough fear fear
doyle-16-79,grand ungodly god like man captain ahab speak much speak may well listen
doyle-16-79,mark ye ahab common ahab well cannibals used deeper wonders waves fixed fiery lance stranger foes whales
doyle-16-79,lance
doyle-16-79,aye keenest isle
doyle-16-79,oh
doyle-16-79,captain bildad captain peleg ahab boy ahab old thou knowest crowned king
doyle-16-80,vile one
doyle-16-80,wicked king slain dogs blood
doyle-16-81,come hither hither hither peleg significance eye almost startled
doyle-16-81,look ye lad never say board pequod
doyle-16-81,never say anywhere
doyle-16-81,captain ahab name
doyle-16-81,twas foolish ignorant whim crazy mother died old
doyle-16-81,yet old squaw tistig name would somehow prove
doyle-16-81,perhaps fools like may tell thee
doyle-16-81,wish warn thee
doyle-16-81,lie
doyle-16-81,know captain ahab well sailed mate years ago know good man pious good man like bildad swearing good man something like good deal
doyle-16-81,aye aye know never jolly know passage home little mind spell sharp shooting pains stump brought one might see
doyle-16-81,know ever since lost leg last voyage accursed whale kind moody desperate moody savage sometimes pass
doyle-16-81,let tell thee assure thee young man better sail moody good captain laughing bad one
doyle-16-81,good bye thee wrong captain ahab happens wicked name
doyle-16-81,besides boy wife three voyages wedded sweet girl
doyle-16-81,think sweet girl old man child hold ye utter hopeless harm ahab
doyle-16-81,lad stricken blasted ahab
doyle-16-82,walked away full incidentally revealed captain ahab filled certain wild concerning
doyle-16-82,somehow time felt sorrow know unless cruel loss leg
doyle-16-82,yet also felt strange awe sort awe describe exactly awe know
doyle-16-82,felt towards though felt impatience seemed like mystery known
doyle-16-82,however thoughts length carried directions present dark ahab slipped mind
doyle-17-0,ramadan
doyle-17-1,queequeg ramadan fasting continue day choose till towards night fall cherish greatest respect towards everybody religious never mind comical could find heart even congregation worshipping stool creatures certain parts earth degree quite planets bow landed proprietor merely account yet owned name
doyle-17-2,say good presbyterian christians charitable things fancy superior mortals pagans half crazy conceits subjects
doyle-17-2,queequeg certainly absurd notions yojo ramadan
doyle-17-2,queequeg thought knew suppose seemed content let rest
doyle-17-2,would let say heaven mercy us pagans alike somehow dreadfully cracked head sadly need mending
doyle-17-3,towards evening felt assured performances must went room knocked door answer
doyle-17-3,tried open fastened inside
doyle-17-3,queequeg softly key hole silent
doyle-17-3,say queequeg
doyle-17-3,speak
doyle-17-3,ishmael remained still
doyle-17-3,began grow alarmed
doyle-17-3,allowed time thought might fit
doyle-17-3,looked key hole door opening odd corner room key hole prospect crooked one
doyle-17-3,could see part foot board bed line wall nothing
doyle-17-3,surprised behold resting wall wooden shaft queequeg harpoon landlady evening previous taken mounting chamber
doyle-17-3,strange thought rate since harpoon stands yonder seldom never goes abroad without therefore must inside possible mistake
doyle-17-4,queequeg
doyle-17-4,queequeg still
doyle-17-4,something must happened
doyle-17-4,apoplexy
doyle-17-4,tried burst open door stubbornly
doyle-17-4,running stairs quickly stated suspicions first person met chamber maid
doyle-17-4,la
doyle-17-4,la cried thought something must matter
doyle-17-4,went make bed breakfast door locked mouse heard silent ever since
doyle-17-4,thought may gone locked safe keeping
doyle-17-4,la
doyle-17-4,la
doyle-17-4,mistress
doyle-17-4,murder
doyle-17-4,mrs hussey
doyle-17-4,apoplexy cries ran towards kitchen following
doyle-17-5,mrs hussey soon appeared mustard pot one hand vinegar cruet broken away occupation attending castors scolding little black boy meantime
doyle-17-6,wood house cried way
doyle-17-6,run god sake fetch something pry open door axe
doyle-17-6,axe
doyle-17-6,stroke depend upon saying unmethodically rushing stairs empty handed mrs hussey mustard pot vinegar cruet entire castor countenance
doyle-17-7,matter young man
doyle-17-8,get axe
doyle-17-8,god sake run doctor one pry open
doyle-17-9,look landlady quickly putting vinegar cruet one hand free look talking open doors seized arm
doyle-17-9,matter
doyle-17-9,matter shipmate
doyle-17-10,calm rapid manner possible gave understand whole case
doyle-17-10,unconsciously clapping vinegar cruet one side nose ruminated instant exclaimed
doyle-17-10,seen since put running little closet landing stairs glanced returning told queequeg harpoon missing
doyle-17-10,killed cried
doyle-17-10,unfort stiggs done goes another counterpane god pity poor mother
doyle-17-10,ruin house
doyle-17-10,poor lad sister
doyle-17-10,girl
doyle-17-10,go painter tell paint sign permitted smoking parlor might well kill birds
doyle-17-10,kill
doyle-17-10,lord ghost
doyle-17-10,noise
doyle-17-10,young man avast
doyle-17-11,running caught trying force open door
doyle-17-12,allow premises spoiled
doyle-17-12,go one mile
doyle-17-12,avast putting hand side pocket key fit guess let see turned lock alas
doyle-17-12,queequeg supplemental bolt remained within
doyle-17-13,burst open running entry little good start landlady caught break premises tore sudden bodily rush dashed full mark
doyle-17-14,prodigious noise door flew open wall sent plaster ceiling good heavens
doyle-17-14,sat queequeg altogether cool self collected right middle room hams holding yojo top head
doyle-17-14,looked neither one way way sat like carved image scarce sign active life
doyle-17-15,queequeg going queequeg matter
doyle-17-16,day landlady
doyle-17-17,word could drag almost felt like pushing change position almost intolerable seemed especially probability sitting upwards eight ten hours going without regular meals
doyle-17-18,mrs
doyle-17-18,hussey alive events leave us please see strange affair
doyle-17-19,closing door upon landlady endeavored prevail upon queequeg take chair vain
doyle-17-19,sat could polite arts blandishments would move say single word even look notice presence slightest way
doyle-17-20,wonder thought possibly part ramadan fast hams way native island
doyle-17-20,must yes part suppose well let rest get sooner later doubt
doyle-17-20,last ever thank god ramadan comes year believe
doyle-17-21,went supper
doyle-17-21,sitting long time listening long stories sailors come plum pudding voyage called short whaling voyage schooner brig confined north line atlantic ocean listening plum till nearly eleven clock went stairs go bed feeling quite sure time queequeg must certainly brought ramadan
doyle-17-21,left stirred inch
doyle-17-21,began grow vexed seemed downright insane sitting day half night hams cold room holding piece wood head
doyle-17-22,heaven sake queequeg get shake get supper
doyle-17-22,kill queequeg word reply
doyle-17-23,therefore determined go bed sleep doubt great would follow
doyle-17-23,previous turning took heavy bearskin jacket threw promised cold night nothing ordinary round jacket
doyle-17-23,time would could get faintest doze
doyle-17-23,blown candle mere thought queequeg four feet sitting uneasy position stark alone cold dark made really wretched
doyle-17-23,think sleeping night room wide awake pagan hams dreary unaccountable ramadan
doyle-17-24,somehow dropped last knew nothing till break day looking queequeg screwed floor
doyle-17-24,soon first glimpse sun entered window got stiff grating joints cheerful look towards lay pressed forehead mine ramadan
doyle-17-25,hinted objection person religion may long person kill insult person person believe also
doyle-17-25,man religion becomes really frantic positive fine makes earth uncomfortable inn lodge think high time take individual aside argue point
doyle-17-26,queequeg
doyle-17-26,queequeg get bed lie listen went beginning rise progress primitive religions coming various religions present time time show queequeg ramadans prolonged cold cheerless rooms stark nonsense bad health useless soul short obvious laws common sense
doyle-17-26,told things extremely sensible sagacious savage pained badly pained see foolish ridiculous ramadan
doyle-17-26,besides argued fasting makes body cave hence spirit thoughts born fast must half
doyle-17-26,reason dyspeptic cherish melancholy notions
doyle-17-26,one word queequeg rather hell idea first born apple since hereditary nurtured ramadans
doyle-17-27,asked queequeg whether ever troubled dyspepsia expressing idea plainly could take
doyle-17-27,upon one occasion
doyle-17-27,great feast given father king gaining great battle wherein fifty enemy killed two clock afternoon cooked eaten evening
doyle-17-28,queequeg shuddering knew without hinting
doyle-17-28,seen sailor visited island told custom great battle gained slain yard garden victor one one placed great wooden round like cocoanuts mouths sent round victor compliments friends though presents many christmas
doyle-17-29,think religion made much impression upon queequeg
doyle-17-29,first place somehow seemed dull hearing important subject unless considered point view second place one third understand ideas simply would finally doubt thought knew good deal true religion
doyle-17-29,looked sort concern though thought great pity sensible young man hopelessly lost pagan piety
doyle-17-30,last rose dressed queequeg taking hearty breakfast chowders sorts landlady make much profit reason ramadan sallied board pequod sauntering along picking teeth bones
doyle-18-0,mark
doyle-18-1,walking end wharf towards ship queequeg carrying harpoon captain peleg voice loudly hailed us wigwam saying suspected friend cannibal furthermore announcing let cannibals board craft unless previously produced papers
doyle-18-2,mean captain peleg bulwarks leaving comrade standing wharf
doyle-18-3,mean replied must show papers
doyle-18-4,yes captain bildad hollow voice sticking head behind peleg wigwam
doyle-18-4,must show converted
doyle-18-4,son darkness added turning queequeg art thou present christian church
doyle-18-5,member first congregational church many tattooed savages sailing nantucket ships last come converted churches
doyle-18-6,first congregational church cried bildad
doyle-18-6,worships deacon deuteronomy coleman meeting house saying taking spectacles rubbed great yellow handkerchief putting carefully came wigwam leaning stiffly bulwarks took good long look queequeg
doyle-18-7,long hath member turning long rather guess young man
doyle-18-8,peleg baptized right either would washed devil blue face
doyle-18-9,tell cried bildad regular member deacon deuteronomy meeting
doyle-18-9,never saw going pass every lord day
doyle-18-10,know anything deacon deuteronomy meeting know queequeg born member first congregational church
doyle-18-10,deacon queequeg
doyle-18-11,young man bildad thou art skylarking explain thyself thou young
doyle-18-11,church dost thee mean
doyle-18-11,answer
doyle-18-12,finding thus hard pushed replied
doyle-18-12,mean sir ancient catholic church captain peleg queequeg us every mother son soul us belong great everlasting first congregation whole worshipping world belong us cherish queer ways touching grand belief join hands
doyle-18-13,splice thou mean st splice hands cried peleg drawing nearer
doyle-18-13,young man better ship missionary instead fore mast hand never heard better sermon
doyle-18-13,deacon deuteronomy father mapple beat something
doyle-18-13,come aboard come aboard never mind papers
doyle-18-13,say tell quohog call
doyle-18-13,tell quohog step along
doyle-18-13,great anchor harpoon got
doyle-18-13,looks like good stuff handles right
doyle-18-13,say quohog whatever name ever stand head whale boat
doyle-18-13,ever strike fish
doyle-18-14,without saying word queequeg wild sort way jumped upon bulwarks thence bows one whale boats hanging side bracing left knee poising harpoon cried way
doyle-18-15,cap see small drop tar water dere
doyle-18-15,see
doyle-18-15,well spose one whale eye well den taking sharp aim darted iron right old bildad broad brim clean across ship decks struck glistening tar spot sight
doyle-18-16,queequeg quietly hauling line ee whale e eye whale dead
doyle-18-17,quick bildad peleg aghast close vicinity flying harpoon retreated towards cabin gangway
doyle-18-17,quick say bildad get ship papers
doyle-18-17,must mean quohog one boats
doyle-18-17,look ye quohog give ye ninetieth lay ever given harpooneer yet nantucket
doyle-18-18,went cabin great joy queequeg soon enrolled among ship company belonged
doyle-18-19,peleg got everything ready signing turned guess quohog know write
doyle-18-19,say quohog blast ye
doyle-18-19,dost thou sign thy name make thy mark
doyle-18-20,question queequeg twice thrice taken part similar looked ways abashed taking offered pen copied upon paper proper place exact counterpart queer round figure tattooed upon arm captain peleg obstinate mistake touching stood something like
doyle-18-21,quohog
doyle-18-21,mark
doyle-18-22,meanwhile captain bildad sat earnestly steadfastly eyeing queequeg last rising solemnly fumbling huge pockets broad skirted drab coat took bundle selecting one entitled latter day coming time lose placed queequeg hands grasping book looked earnestly eyes son darkness must duty thee part owner ship feel concerned souls crew thou still thy pagan ways sadly fear thee remain aye
doyle-18-22,idol bell hideous dragon turn wrath come mind thine eye say oh
doyle-18-22,goodness gracious
doyle-18-22,steer clear fiery pit
doyle-18-23,something salt sea yet lingered old bildad language mixed domestic
doyle-18-24,avast avast bildad avast harpooneer cried peleg
doyle-18-24,pious harpooneers never make good takes shark em harpooneer worth aint pretty sharkish
doyle-18-24,young bravest boat header nantucket vineyard joined meeting never came good
doyle-18-24,got frightened soul away whales fear claps case got stove went jones
doyle-18-25,peleg
doyle-18-25,peleg bildad lifting eyes hands thou thyself hast seen many perilous time thou knowest peleg fear death st thou ungodly
doyle-18-25,thou thine heart peleg
doyle-18-25,tell pequod three masts overboard typhoon japan voyage thou went mate captain ahab st thou think death judgment
doyle-18-26,hear hear cried peleg marching across cabin thrusting hands far pockets hear ye
doyle-18-26,think
doyle-18-26,every moment thought ship would sink
doyle-18-26,death judgment
doyle-18-26,three masts making everlasting thundering side every sea breaking us fore aft
doyle-18-26,think death judgment
doyle-18-26,time think death
doyle-18-26,life captain ahab thinking save hands rig jury masts get nearest port thinking
doyle-18-27,bildad buttoning coat stalked deck followed
doyle-18-27,stood quietly overlooking mending top sail waist
doyle-18-27,stooped pick save end tarred twine otherwise might wasted
doyle-19-0,prophet
doyle-19-1,shipmates ye shipped ship
doyle-19-2,queequeg left pequod sauntering away water moment occupied thoughts words put us stranger pausing us levelled massive forefinger vessel question
doyle-19-2,shabbily apparelled faded jacket patched trowsers rag black handkerchief investing neck
doyle-19-2,confluent small pox directions flowed face left like complicated ribbed bed torrent rushing waters dried
doyle-19-3,ye shipped repeated
doyle-19-4,mean ship pequod suppose trying gain little time uninterrupted look
doyle-19-5,aye pequod ship drawing back whole arm rapidly shoving straight fixed bayonet pointed finger darted full object
doyle-19-6,yes signed articles
doyle-19-7,anything souls
doyle-19-9,oh perhaps hav n got quickly
doyle-19-9,matter though know many chaps hav n got good luck em better
doyle-19-9,soul sort fifth wheel wagon
doyle-19-10,jabbering shipmate
doyle-19-11,got enough though make deficiencies sort chaps abruptly stranger placing nervous emphasis upon word
doyle-19-12,queequeg let go fellow broken loose somewhere talking something somebody know
doyle-19-13,stop cried stranger
doyle-19-13,ye true ye hav n seen old thunder yet ye
doyle-19-14,old thunder riveted insane earnestness manner
doyle-19-15,captain ahab
doyle-19-16,captain ship pequod
doyle-19-17,aye among us old sailor chaps goes name
doyle-19-17,ye hav n seen yet ye
doyle-19-18,hav n
doyle-19-18,sick say getting better right long
doyle-19-19,right long laughed stranger solemnly derisive sort laugh
doyle-19-19,look ye captain ahab right left arm mine right
doyle-19-20,know
doyle-19-21,tell
doyle-19-21,say
doyle-19-22,tell much anything heard good whale hunter good captain crew
doyle-19-23,true true yes true enough
doyle-19-23,must jump gives order
doyle-19-23,step growl growl go word captain ahab
doyle-19-23,nothing thing happened cape horn long ago lay like dead three days nights nothing deadly skrimmage spaniard afore altar santa
doyle-19-23,heard nothing eh
doyle-19-23,nothing silver calabash spat
doyle-19-23,nothing losing leg last voyage according prophecy
doyle-19-23,ye hear word matters something eh
doyle-19-23,think ye could ye
doyle-19-23,knows
doyle-19-23,nantucket guess
doyle-19-23,hows ever mayhap ye heard tell leg lost aye ye heard dare say
doyle-19-23,oh yes every one knows mean know one leg parmacetti took
doyle-19-24,friend gibberish know much care seems must little damaged head
doyle-19-24,speaking captain ahab ship pequod let tell know loss leg
doyle-19-25,eh sure
doyle-19-26,pretty sure
doyle-19-27,finger pointed eye levelled pequod beggar like stranger stood moment troubled reverie starting little turned ye shipped ye
doyle-19-27,names papers
doyle-19-27,well well signed signed perhaps
doyle-19-27,anyhow fixed arranged ready sailors must go suppose well men god pity em
doyle-19-27,morning ye shipmates morning ineffable heavens bless ye sorry stopped ye
doyle-19-28,look friend anything important tell us trying bamboozle us mistaken game say
doyle-19-29,well like hear chap talk way man likes ye
doyle-19-29,morning ye shipmates morning
doyle-19-29,oh
doyle-19-29,ye get tell em concluded make one em
doyle-19-30,ah dear fellow fool us way fool us
doyle-19-30,easiest thing world man look great secret
doyle-19-31,morning ye shipmates morning
doyle-19-32,morning
doyle-19-32,come along queequeg let leave crazy man
doyle-19-32,stop tell name
doyle-19-33,elijah
doyle-19-34,elijah
doyle-19-34,thought walked away commenting fashion upon ragged old sailor agreed nothing humbug trying bugbear
doyle-19-34,gone perhaps hundred yards chancing turn corner looking back seen elijah following us though distance
doyle-19-34,somehow sight struck nothing queequeg behind passed comrade anxious see whether stranger would turn corner
doyle-19-34,seemed dogging us intent could life imagine
doyle-19-34,circumstance coupled ambiguous half hinting half revealing shrouded sort talk begat kinds vague wonderments half apprehensions connected pequod captain ahab leg lost cape horn fit silver calabash captain peleg left ship day previous prediction squaw tistig voyage bound sail hundred shadowy things
doyle-19-35,resolved satisfy whether ragged elijah really dogging us intent crossed way queequeg side retraced steps
doyle-19-35,elijah passed without seeming notice us
doyle-19-35,relieved finally seemed pronounced heart humbug
doyle-20-0,astir
doyle-20-1,day two passed great activity aboard pequod
doyle-20-1,old sails mended new sails coming board bolts canvas coils rigging short everything betokened ship preparations hurrying close
doyle-20-1,captain peleg seldom never went ashore sat wigwam keeping sharp look upon hands bildad purchasing providing stores men employed hold rigging working till long night fall
doyle-20-2,day following queequeg signing articles word given inns ship company stopping chests must board night telling soon vessel might sailing
doyle-20-2,queequeg got traps resolving however sleep ashore till last
doyle-20-2,seems always give long notice cases ship sail several days
doyle-20-2,wonder good deal done telling many things thought pequod fully equipped
doyle-20-3,every one knows multitude things beds sauce pans knives forks shovels tongs napkins nut crackers indispensable business housekeeping
doyle-20-3,whaling necessitates three years housekeeping upon wide ocean far grocers costermongers doctors bakers bankers
doyle-20-3,though also holds true merchant vessels yet means extent whalemen
doyle-20-3,besides great length whaling voyage numerous articles peculiar prosecution fishery impossibility replacing remote harbors usually frequented must remembered ships whaling vessels exposed accidents kinds especially destruction loss things upon success voyage depends
doyle-20-3,hence spare boats spare spars spare lines harpoons spare everythings almost spare captain duplicate ship
doyle-20-4,period arrival island heaviest storage pequod almost completed comprising beef bread water fuel iron hoops staves
doyle-20-4,hinted time continual fetching carrying board divers odds ends things large small
doyle-20-5,chief among fetching carrying captain bildad sister lean old lady determined indefatigable spirit withal kindhearted seemed resolved could help nothing found wanting pequod fairly getting sea
doyle-20-5,one time would come board jar pickles steward pantry another time bunch quills chief mate desk kept log third time roll flannel small one rheumatic back
doyle-20-5,never woman better deserve name charity aunt charity everybody called
doyle-20-5,like sister charity charitable aunt charity bustle hither thither ready turn hand heart anything promised yield safety comfort consolation board ship beloved brother bildad concerned owned score two well saved dollars
doyle-20-6,startling see excellent hearted quakeress coming board last day long oil ladle one hand still longer whaling lance
doyle-20-6,bildad captain peleg backward
doyle-20-6,bildad carried long list articles needed every fresh arrival went mark opposite article upon paper
doyle-20-6,every peleg came hobbling whalebone den roaring men hatchways roaring riggers mast head concluded roaring back wigwam
doyle-20-7,days preparation queequeg often visited craft often asked captain ahab going come board ship
doyle-20-7,questions would answer getting better better expected aboard every day meantime two captains peleg bildad could attend everything necessary fit vessel voyage
doyle-20-7,downright honest would seen plainly heart half fancy committed way long voyage without laying eyes man absolute dictator soon ship sailed upon open sea
doyle-20-7,man suspects wrong sometimes happens already involved matter insensibly strives cover suspicions even
doyle-20-7,much way
doyle-20-7,nothing tried think nothing
doyle-20-8,last given time next day ship would certainly sail
doyle-20-8,next morning queequeg took early start
doyle-21-0,going aboard
doyle-21-1,nearly six clock grey imperfect misty dawn drew nigh wharf
doyle-21-2,sailors running ahead see right queequeg shadows sunrise guess come
doyle-21-3,avast cried voice whose owner time coming close behind us laid hand upon shoulders insinuating us stood stooping forward little uncertain twilight strangely peering queequeg
doyle-21-3,elijah
doyle-21-4,going aboard
doyle-21-5,hands
doyle-21-6,lookee queequeg shaking go way
doyle-21-7,going aboard
doyle-21-8,yes business
doyle-21-8,know mr elijah consider little impertinent
doyle-21-9,aware elijah slowly wonderingly looking queequeg unaccountable glances
doyle-21-10,elijah oblige friend withdrawing
doyle-21-10,going indian pacific oceans would prefer detained
doyle-21-11,ye ye
doyle-21-11,coming back afore breakfast
doyle-21-12,cracked queequeg come
doyle-21-13,holloa cried stationary elijah hailing us removed paces
doyle-21-14,never mind queequeg come
doyle-21-15,stole us suddenly clapping hand shoulder ye see anything looking like men going towards ship ago
doyle-21-16,struck plain matter fact question answered saying yes thought see four five men dim sure
doyle-21-17,dim dim elijah
doyle-21-17,morning ye
doyle-21-18,quitted came softly us touching shoulder see find em ye
doyle-21-19,find
doyle-21-20,morning ye
doyle-21-20,morning ye rejoined moving
doyle-21-20,oh
doyle-21-20,going warn ye never mind never mind one family sharp frost morning
doyle-21-20,good bye ye
doyle-21-20,see ye soon guess unless grand jury cracked words finally departed leaving moment small wonderment frantic impudence
doyle-21-21,last stepping board pequod found everything profound quiet soul moving
