doc_x,doc_y,cosine
0,1,0.00034491450981014184
0,2,0.00031907053980651315
0,3,0.000285105736591056
0,4,0.00019837152735489302
0,5,0.00022245574120114474
0,6,0.00039479546253831974
0,7,0.0003711453332722019
0,8,0.0002380190479084803
0,9,0.00044756522047378466
0,10,0.0002696775343632317
0,11,0.0002923479803126775
0,12,0.0003128332158461529
0,13,0.0003405543154166039
0,14,0.00038697638752512676
0,15,0.0003229978052523573
0,16,0.000366217330362412
0,17,0.00027343186735241426
0,18,0.00031727743283912845
0,19,0.0003350768829356427
0,20,0.00031858988377429835
0,21,0.0003374655359170451
0,22,0.0003263735152647133
0,23,0.000358728391112209
0,24,0.00046379818896737096
0,25,0.0003850785857972807
0,26,0.0002881396462007186
0,27,0.00040241194572078264
0,28,0.00022148408620693475
0,29,0.0002704575789302135
0,30,0.00041215798977283896
0,31,0.0002736750297727719
0,32,0.000658036879616649
0,33,0.00031888678557041704
0,34,0.00022675203947408547
0,35,0.0003917316390018313
0,36,0.0003109186097727021
0,37,0.00031121274768634486
0,38,0.00028363870773210747
0,39,0.00027276522041001
0,40,0.00036579641398906074
0,41,0.00035035011662118036
0,42,0.00026296127704548354
0,43,0.0004035069341815018
0,44,0.0003536795761532567
0,45,0.0006147636635743235
0,46,0.0002510176904296634
0,47,0.0003470007108895365
0,48,0.0003380631212432922
0,49,0.00029761085815547503
0,50,0.00030541482819781393
0,51,0.00024467802761805955
0,52,0.000516349474437358
0,53,0.00037279118698691003
0,54,0.0003049463106421556
0,55,0.0006271541081511734
0,56,0.0005301123855252906
0,57,0.0005130706363230711
0,58,0.0005093489260332422
0,59,0.00038914303929093324
0,60,0.00031843704311384916
0,61,0.00036837254785459356
0,62,0.00037079885505871197
0,63,0.0003663643174639661
0,64,0.0003144502320938291
0,65,0.0003357086142161808
0,66,0.0004617778779562962
0,67,0.00025097531204564373
0,68,0.00042622232195494277
0,69,0.00025978081233244283
0,70,0.0003817784346612125
0,71,0.0004448007482395876
0,72,0.00033171526219217986
0,73,0.0004329484372930296
0,74,0.0004108798370497529
0,75,0.00046521513866168234
0,76,0.00037463962458049525
0,77,0.0003212691983880851
0,78,0.00028110773529189254
0,79,0.0003801060660670532
0,80,0.00033430666810742115
0,81,0.0003794561442469963
0,82,0.0005286542216174743
0,83,0.0006348308428591329
0,84,0.00035496665553284824
0,85,0.00042956168280845763
0,86,0.00043003339374007355
0,87,0.0003930442473615395
0,88,0.0004848783627157566
0,89,0.00036566209769925363
0,90,0.0005458212059609199
0,91,0.00033825750877672996
0,92,0.00044633152067133944
0,93,0.00031425120086984944
0,94,0.00025388135736836994
0,95,0.0002533294449492009
0,96,0.00032198621598429167
0,97,0.00022631370016581637
0,98,0.0004741500427826892
0,99,0.00026016575834902016
0,100,0.0003634298397224499
0,101,0.0005918904620640577
0,102,0.0003538940183743685
0,103,0.0006061774058964018
0,104,0.0005283117531676534
0,105,0.000654120499352567
0,106,0.00025992566309119945
0,107,0.00022113771429901525
0,108,0.0003744254090354017
0,109,0.0003683065690388909
0,110,0.000285714404398049
0,111,0.0003807311634539815
0,112,0.00029392682498326407
0,113,0.0002661309714569913
0,114,0.0002904157997283215
0,115,0.00031606630821878285
0,116,0.000309989707135974
0,117,0.00041914381718910796
0,118,0.00024200561625880584
0,119,0.00034624568572009503
0,120,0.0007218617531233333
0,121,0.00028248365569307724
0,122,0.00037304956602244975
0,123,0.0002883758722947261
0,124,0.0002946775981168764
0,125,0.00031267412478276445
0,126,0.000311970927734481
0,127,0.000493298733114517
0,128,0.00037411917968921784
0,129,0.00039545485672405194
0,130,0.00029645407428992353
0,131,0.0003927544519268345
0,132,0.0003917797939227748
0,133,0.00038731699020250643
0,134,0.00037249368074752205
0,135,0.0003650287976924124
0,136,0.00022123004277403707
1,2,0.00044764940204657376
1,3,0.00035942230618732433
1,4,0.0003345079813477799
1,5,0.00043448001258658255
1,6,0.0006378825212858609
1,7,0.000353564185199614
1,8,0.0003967652180368908
1,9,0.0003380022312973197
1,10,0.0004591104892149058
1,11,0.0003471198165787091
1,12,0.0003872460685939423
1,13,0.00039427897683806445
1,14,0.0004754474962370419
1,15,0.0003165362196457157
1,16,0.00036631260848621463
1,17,0.00040515008954375507
1,18,0.000366870708059136
1,19,0.0004098362538391616
1,20,0.00035751471123369446
1,21,0.00042652643682794446
1,22,0.00034559315018630696
1,23,0.0005178253120425114
1,24,0.0004889322074909779
1,25,0.00023784868729306198
1,26,0.0002834170789335213
1,27,0.00036798901973449175
1,28,0.0003151517886953024
1,29,0.00032006335542450573
1,30,0.00035297297531295145
1,31,0.0004274425589008854
1,32,0.00025593369254332755
1,33,0.00044891994676456344
1,34,0.0004058443477042911
1,35,0.00044932178328831743
1,36,0.0002775695701457378
1,37,0.00026598885675295383
1,38,0.000438152606709142
1,39,0.00018040718201721954
1,40,0.0005331247037695661
1,41,0.0002711548053396615
1,42,0.00036249621548564205
1,43,0.0004097687166654593
1,44,0.00028179584385472746
1,45,0.00039756022622139246
1,46,0.0004218260363831341
1,47,0.0004111607306148948
1,48,0.000296161370103345
1,49,0.0003697645336083264
1,50,0.00039167433897477127
1,51,0.000367348223351292
1,52,0.00046921530299099757
1,53,0.00042416762249181795
1,54,0.00035755352608182885
1,55,0.00032514816532126903
1,56,0.0002708948899827614
1,57,0.0003322063385988372
1,58,0.0004678874597981162
1,59,0.00022872317083984332
1,60,0.00031307823370576096
1,61,0.00031967722736989075
1,62,0.00033509120347961904
1,63,0.0002544662459520221
1,64,0.0006102205495979174
1,65,0.0002973136904229265
1,66,0.00032905794222343947
1,67,0.00031461965687354935
1,68,0.0002507163619790986
1,69,0.00043588423344143186
1,70,0.00038522353046400857
